Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
APP100419,8000,3000,Self-Employed,33,Married,0.0,664.0,1,11.4,2300.0,17000.0,78000,60,Business,Semi-Urban,Graduate,Male,Private,1
APP100420,8000,0,Self-Employed,29,Married,2.0,656.0,2,7.2,21400.0,40000.0,205000,360,Business,Rural,Graduate,Male,Private,1
APP100421,8000,0,Self-Employed,38,Married,0.0,632.0,2,5.0,8400.0,10000.0,62000,240,Business,Urban,Postgraduate,Male,Self,1
APP100422,8000,3000,Salaried,37,Single,1.0,716.0,0,12.5,32600.0,,291000,240,Business,Urban,Graduate,Female,Private,1
APP100423,8800,0,Salaried,25,Married,1.0,656.0,1,18.2,39800.0,209000.0,248000,180,Home,Semi-Urban,Postgraduate,Male,Private,1
APP100424,8000,0,Salaried,21,Single,0.0,702.0,0,5.0,10300.0,4000.0,53000,360,Business,Rural,Undergraduate,Male,Self,1
APP100425,8000,0,Salaried,32,Single,1.0,608.0,0,5.0,21800.0,95000.0,90000,240,Home,Semi-Urban,Postgraduate,Male,Private,1
APP100426,8000,0,Salaried,22,Married,2.0,603.0,0,5.0,20000.0,52000.0,52000,120,Home,Rural,Postgraduate,Female,Private,1
APP100427,8000,0,Business,39,Single,0.0,732.0,0,11.7,30900.0,50000.0,62000,60,Home,Rural,Graduate,Male,Govt,1
APP100428,8000,0,Salaried,39,Married,1.0,714.0,0,53.5,28700.0,129000.0,151000,36,Home,Semi-Urban,Undergraduate,Female,Govt,1
APP100429,8000,0,Salaried,28,Single,0.0,641.0,0,34.0,2500.0,54000.0,188000,60,Personal,Urban,Graduate,Female,Govt,1
APP100430,8000,0,Salaried,32,Married,0.0,803.0,0,5.0,10700.0,0.0,140000,360,Education,Urban,Postgraduate,Male,Self,0
APP100431,8000,0,Self-Employed,55,Married,0.0,590.0,2,13.0,2000.0,99000.0,122000,120,Home,Rural,Undergraduate,Male,Private,0
APP100432,8000,3000,Self-Employed,45,Single,0.0,711.0,1,5.0,4800.0,68000.0,121000,360,Education,Urban,Postgraduate,Female,Private,1
APP100433,8000,3000,Salaried,33,Married,2.0,713.0,1,17.3,5000.0,2000.0,128000,60,Education,Urban,Postgraduate,Male,Self,1
APP100434,8000,0,Salaried,60,Single,1.0,668.0,2,18.0,14500.0,0.0,160000,120,Personal,Rural,Graduate,Male,Private,0
APP100435,8000,0,Self-Employed,26,Married,0.0,793.0,0,5.9,6400.0,246000.0,212000,360,Home,Rural,Graduate,Female,Private,1
APP100436,8000,0,Salaried,29,Married,1.0,810.0,2,44.3,6900.0,161000.0,126000,36,Home,Urban,Undergraduate,Male,Private,0
APP100437,8000,3000,Business,36,Married,1.0,576.0,0,18.0,22000.0,391000.0,314000,180,Home,Rural,Graduate,Female,Self,1
APP100438,8000,3000,Self-Employed,22,Married,0.0,,0,5.0,19500.0,88000.0,80000,360,Home,Urban,Postgraduate,Male,Govt,0
APP100439,8000,3000,Salaried,55,Married,2.0,635.0,0,8.2,10700.0,17000.0,285000,360,Personal,Urban,Graduate,Female,Govt,1
APP100440,8000,0,Salaried,39,Single,0.0,591.0,0,5.0,17100.0,51000.0,113000,360,Education,Semi-Urban,Undergraduate,Male,Govt,1
APP100441,8000,3000,Business,30,Single,3.0,640.0,0,8.1,15500.0,356000.0,295000,360,Home,Rural,Graduate,Male,Private,1
APP100442,8000,0,Salaried,42,Single,0.0,819.0,3,11.6,57800.0,37000.0,225000,240,Education,Urban,Postgraduate,Male,Private,1
APP100443,8000,0,Salaried,39,Single,1.0,892.0,1,35.2,6600.0,79000.0,182000,60,Education,Urban,Postgraduate,Female,Private,1
APP100444,8000,0,Business,34,Married,3.0,586.0,1,5.7,3800.0,43000.0,116000,240,Business,Urban,Graduate,Male,Private,0
APP100445,8000,0,Business,25,Single,2.0,684.0,2,5.0,9900.0,123000.0,136000,360,Home,Rural,Graduate,Male,Private,1
APP100446,8000,0,Business,23,Married,0.0,682.0,2,11.5,3100.0,5000.0,154000,180,Business,Semi-Urban,Graduate,Male,Govt,1
APP100447,8000,0,Self-Employed,59,Single,1.0,711.0,0,30.0,5600.0,63000.0,137000,60,Personal,Semi-Urban,Graduate,Male,Govt,1
APP100448,8000,3000,Salaried,24,Married,0.0,548.0,1,12.0,12700.0,278000.0,275000,180,Home,Urban,Graduate,Male,Private,1
APP100449,8000,0,Salaried,54,Single,1.0,767.0,3,10.4,4900.0,12000.0,196000,240,Business,Semi-Urban,Graduate,Male,Self,1
APP100450,8000,3000,Self-Employed,29,Single,2.0,753.0,1,8.9,6500.0,41000.0,69000,60,Personal,Semi-Urban,Postgraduate,Male,Self,1
APP100451,8000,3000,Self-Employed,45,Single,1.0,628.0,1,5.0,6200.0,22000.0,106000,240,Personal,Rural,Graduate,Male,Self,0
APP100452,8000,0,Salaried,42,Single,0.0,774.0,2,6.7,5300.0,30000.0,118000,180,Education,Urban,Undergraduate,Male,Private,1
APP100453,8000,3000,Business,44,Single,1.0,542.0,1,9.7,2700.0,61000.0,244000,240,Personal,Rural,Postgraduate,Male,Private,0
APP100454,8000,0,Salaried,45,Single,0.0,495.0,4,7.7,22300.0,92000.0,92000,120,Home,Semi-Urban,Graduate,Female,Private,0
APP100455,8000,0,Salaried,21,Married,0.0,703.0,0,20.7,31900.0,136000.0,110000,60,Home,Urban,Graduate,Male,Private,1
APP100456,8000,0,Salaried,31,Married,1.0,702.0,2,6.5,21000.0,,137000,240,Business,Urban,Undergraduate,Male,Govt,1
APP100457,8000,0,Salaried,24,Married,1.0,657.0,1,12.3,20800.0,75000.0,161000,180,Business,Semi-Urban,Graduate,Male,Private,1
APP100458,8000,0,Salaried,39,Married,1.0,779.0,0,22.6,5300.0,256000.0,221000,120,Home,Rural,Postgraduate,Female,Private,1
APP100459,8000,3000,Salaried,24,Married,0.0,604.0,2,43.4,9700.0,0.0,278000,60,Personal,Semi-Urban,Postgraduate,Female,Private,0
APP100460,8000,3000,Salaried,21,Married,3.0,756.0,4,11.0,3700.0,70000.0,161000,120,Personal,Semi-Urban,Graduate,Female,Private,1
APP100461,8000,0,Self-Employed,35,Married,1.0,750.0,0,13.8,7100.0,161000.0,195000,180,Home,Urban,Undergraduate,Male,Govt,1
APP100462,8000,0,Self-Employed,21,Single,0.0,823.0,3,6.2,7700.0,31000.0,208000,360,Education,Urban,Graduate,Male,Private,1
APP100463,8000,3000,Self-Employed,40,Single,3.0,520.0,0,9.2,2000.0,13000.0,204000,240,Education,Semi-Urban,Graduate,Male,Govt,0
APP100464,8000,0,Business,25,Married,2.0,636.0,0,5.0,9200.0,54000.0,105000,360,Personal,Semi-Urban,Undergraduate,Male,Self,1
APP100465,8000,3000,Salaried,29,Married,0.0,598.0,0,18.3,4800.0,123000.0,315000,180,Business,Rural,Postgraduate,Male,Govt,1
APP100466,8000,3000,Salaried,21,Married,1.0,725.0,3,13.6,10600.0,407000.0,320000,180,Home,Urban,Undergraduate,Female,Private,1
APP100467,8000,0,Business,54,Married,1.0,805.0,2,19.6,6400.0,0.0,91000,60,Personal,Urban,Postgraduate,Female,Self,0
APP100468,8000,3000,Salaried,23,Single,0.0,646.0,0,11.0,11500.0,55000.0,273000,240,Personal,Urban,Postgraduate,Female,Private,0
APP100469,8000,3000,Business,34,Married,0.0,725.0,1,6.5,16300.0,25000.0,77000,120,Personal,Rural,Undergraduate,Male,Govt,1
APP100470,8000,0,Salaried,21,Married,1.0,809.0,0,5.0,2300.0,58000.0,50000,240,Home,Semi-Urban,Graduate,Female,Private,1
APP100471,8000,0,Business,29,Single,0.0,693.0,2,9.8,5900.0,0.0,116000,120,Personal,Urban,Undergraduate,Male,Govt,0
APP100472,8000,0,Salaried,55,Single,2.0,743.0,0,43.0,4200.0,33000.0,137000,36,Business,Urban,Postgraduate,Male,Private,0
APP100473,8000,0,Business,40,Married,0.0,501.0,0,29.1,26300.0,158000.0,153000,60,Home,Urban,Graduate,Female,Govt,0
APP100474,8000,0,Salaried,30,Single,3.0,804.0,2,5.0,44300.0,45000.0,121000,360,Education,Semi-Urban,Postgraduate,Male,Private,1
APP100475,8000,0,Business,37,Married,2.0,645.0,1,12.7,8500.0,0.0,73000,60,Business,Rural,Graduate,Male,Self,0
APP100476,8000,0,Salaried,32,Married,2.0,884.0,2,19.0,12100.0,,114000,60,Home,Rural,Postgraduate,Male,Private,1
APP100477,8000,3000,Self-Employed,37,Married,0.0,595.0,1,7.2,1900.0,116000.0,283000,360,Business,Semi-Urban,Postgraduate,Female,Private,0
APP100478,8000,3000,Business,45,Married,2.0,722.0,0,6.4,11000.0,160000.0,155000,240,Home,Urban,Undergraduate,Female,Private,1
APP100479,8000,0,Salaried,34,Married,1.0,746.0,1,50.2,6300.0,190000.0,162000,36,Home,Semi-Urban,Graduate,Male,Private,0
APP100480,8000,3000,Self-Employed,40,Married,1.0,454.0,0,66.9,31500.0,253000.0,246000,36,Home,Rural,Postgraduate,Female,Self,0
APP100481,8000,0,Self-Employed,40,Single,0.0,839.0,0,43.0,6500.0,181000.0,189000,60,Home,Urban,Graduate,Male,Govt,1
APP100482,8000,3000,Salaried,34,Single,2.0,730.0,2,9.5,3600.0,196000.0,195000,180,Home,Rural,Postgraduate,Male,Self,1
APP100483,8800,3000,Self-Employed,30,Married,0.0,529.0,2,5.0,2100.0,54000.0,106000,240,Personal,Rural,Postgraduate,Female,Private,0
APP100484,8000,0,Self-Employed,32,Married,1.0,697.0,2,42.6,9700.0,182000.0,221000,60,Home,Semi-Urban,Postgraduate,Female,Self,0
APP100485,8000,0,Business,44,Single,2.0,704.0,1,5.0,4700.0,48000.0,98000,360,Business,Semi-Urban,Undergraduate,Female,Private,1
APP100486,8000,0,Salaried,45,Married,1.0,643.0,3,40.6,27400.0,61000.0,113000,36,Personal,Semi-Urban,Undergraduate,Male,Private,0
APP100487,8000,3100,Salaried,26,Single,0.0,618.0,1,38.7,15300.0,0.0,273000,60,Education,Semi-Urban,Graduate,Female,Self,0
APP100488,8000,0,Business,35,Single,0.0,665.0,1,6.8,7300.0,0.0,195000,360,Education,Urban,Graduate,Male,Self,0
APP100489,8000,0,Business,30,Married,1.0,757.0,0,83.8,15200.0,27000.0,220000,36,Personal,Urban,Postgraduate,Female,Private,0
APP100490,8000,4100,Salaried,45,Married,0.0,737.0,2,5.0,46300.0,41000.0,82000,360,Education,Urban,Graduate,Male,Self,1
APP100491,8000,0,Self-Employed,33,Married,0.0,672.0,1,13.0,2500.0,262000.0,216000,240,Home,Rural,Graduate,Female,Govt,1
APP100492,8000,3000,Salaried,60,Married,0.0,,1,81.0,4300.0,85000.0,275000,36,Business,Semi-Urban,Postgraduate,Male,Govt,0
APP100493,8000,3200,Salaried,40,Married,2.0,668.0,0,12.0,56500.0,121000.0,208000,180,Education,Semi-Urban,Graduate,Male,Private,1
APP100494,8000,0,Salaried,49,Single,0.0,592.0,0,5.0,3800.0,100000.0,79000,180,Home,Rural,Graduate,Male,Private,0
APP100495,8000,0,Salaried,27,Married,3.0,674.0,0,6.3,15700.0,4000.0,153000,360,Personal,Urban,Undergraduate,Male,Self,1
APP100496,8000,0,Self-Employed,38,Married,1.0,613.0,0,7.9,26600.0,13000.0,85000,120,Personal,Semi-Urban,Graduate,Male,Private,0
APP100497,8000,4200,Salaried,44,Married,2.0,590.0,0,27.9,8000.0,353000.0,356000,120,Home,Semi-Urban,Graduate,Female,Govt,1
APP100498,8000,3100,Business,27,Married,0.0,446.0,2,65.9,16100.0,78000.0,255000,36,Business,Urban,Graduate,Male,Private,0
APP100499,8000,0,Business,38,Married,3.0,627.0,2,9.6,6000.0,1000.0,162000,240,Personal,Urban,Undergraduate,Male,Private,0
APP100500,8000,3000,Self-Employed,48,Married,0.0,734.0,2,50.8,49800.0,167000.0,281000,60,Personal,Rural,Undergraduate,Male,Private,0
APP100501,8000,0,Salaried,34,Married,0.0,782.0,1,59.9,5200.0,6000.0,150000,36,Education,Rural,Postgraduate,Male,Private,0
APP100502,8000,0,Salaried,29,Single,0.0,712.0,1,5.0,3100.0,8000.0,60000,360,Business,Urban,Graduate,Male,Govt,1
APP100503,8000,3000,Business,56,Married,0.0,547.0,2,17.9,19700.0,162000.0,134000,60,Home,Rural,Undergraduate,Male,Private,0
APP100504,8000,0,Self-Employed,26,Single,1.0,666.0,0,90.0,16500.0,138000.0,236000,36,Personal,Rural,Postgraduate,Male,Private,0
APP100505,8000,3000,Salaried,39,Married,2.0,576.0,0,9.5,9400.0,324000.0,291000,240,Home,Urban,Undergraduate,Male,Private,0
APP100506,8000,0,Business,30,Married,0.0,843.0,1,7.9,8400.0,46000.0,226000,360,Personal,Urban,Undergraduate,Male,Private,1
APP100507,8000,0,Business,28,Married,2.0,637.0,1,23.3,4900.0,61000.0,67000,36,Home,Urban,Graduate,Male,Govt,0
APP100508,8000,0,Business,45,Single,2.0,627.0,1,33.6,,93000.0,96000,36,Home,Semi-Urban,Graduate,Male,Private,0
APP100509,8000,0,Self-Employed,35,Married,3.0,763.0,0,22.7,4400.0,2000.0,60000,36,Business,Semi-Urban,Graduate,Male,Private,1
APP100510,8000,0,Self-Employed,42,Married,0.0,660.0,2,90.0,11100.0,9000.0,206000,12,Education,Urban,Graduate,Male,Govt,0
APP100511,8000,3000,Salaried,21,Married,0.0,768.0,1,5.0,6600.0,141000.0,112000,240,Home,Semi-Urban,Undergraduate,Female,Private,1
APP100512,8000,0,Business,43,Married,0.0,578.0,0,9.4,1800.0,36000.0,127000,180,Personal,Urban,Undergraduate,Female,Self,0
APP100513,8000,0,Business,30,Married,0.0,680.0,1,5.6,5300.0,56000.0,100000,240,Personal,Urban,Postgraduate,Female,Private,1
APP100514,8000,3000,Salaried,21,Single,1.0,709.0,2,15.4,6600.0,369000.0,312000,180,Home,Semi-Urban,Graduate,Male,Private,1
APP100515,8000,0,Salaried,56,Married,1.0,444.0,0,5.0,13500.0,195000.0,165000,360,Home,Urban,Graduate,Female,Private,0
APP100516,8000,0,Salaried,44,Single,0.0,618.0,0,12.7,10900.0,0.0,202000,180,Business,Semi-Urban,Graduate,Female,Private,0
APP100517,8000,6500,Business,40,Married,1.0,616.0,1,6.7,46900.0,92000.0,297000,360,Personal,Rural,Graduate,Female,Self,1
APP100518,8000,3000,Business,50,Single,0.0,668.0,2,13.5,3000.0,0.0,228000,180,Education,Urban,Graduate,Male,Self,0
APP100519,8400,3100,Salaried,40,Single,0.0,636.0,2,6.7,14100.0,0.0,175000,240,Business,Urban,Postgraduate,Male,Private,0
APP100520,8000,0,Self-Employed,30,Married,0.0,706.0,0,8.6,15300.0,0.0,94000,120,Personal,Urban,Graduate,Female,Private,0
APP100521,8000,0,Salaried,36,Single,1.0,650.0,1,10.0,10700.0,93000.0,115000,120,Home,Semi-Urban,Undergraduate,Male,Self,1
APP100522,8000,0,Business,31,Single,1.0,783.0,0,5.0,6000.0,88000.0,105000,360,Home,Semi-Urban,Graduate,Male,Govt,1
APP100523,8000,0,Business,32,Married,2.0,869.0,0,72.2,4100.0,66000.0,181000,36,Education,Semi-Urban,Undergraduate,Male,Self,0
APP100524,8000,3000,Business,25,Married,3.0,536.0,1,8.6,7800.0,35000.0,178000,180,Business,Semi-Urban,Postgraduate,Male,Self,0
APP100525,8000,3000,Salaried,28,Single,2.0,674.0,1,8.4,1400.0,270000.0,211000,240,Home,Urban,Graduate,Male,Govt,1
APP100526,8000,0,Salaried,46,Married,0.0,777.0,0,11.9,3200.0,230000.0,196000,240,Home,Urban,Undergraduate,Male,Self,1
APP100527,8000,0,Salaried,41,Married,0.0,616.0,0,5.9,3100.0,42000.0,99000,180,Business,Urban,Postgraduate,Male,Self,0
APP100528,8000,0,Salaried,32,Single,3.0,705.0,0,14.2,13400.0,163000.0,129000,120,Home,Semi-Urban,Postgraduate,Male,Self,1
APP100529,8000,0,Business,27,Married,2.0,629.0,2,36.0,15100.0,0.0,148000,60,Personal,Urban,Postgraduate,Male,Private,0
APP100530,8000,0,Business,33,Single,2.0,589.0,0,5.0,2800.0,59000.0,58000,360,Home,Rural,Graduate,Male,Private,0
APP100531,8000,0,Business,21,Single,2.0,588.0,0,7.3,2200.0,0.0,77000,120,Personal,Semi-Urban,Postgraduate,Male,Private,0
APP100532,8000,3000,Business,39,Single,0.0,433.0,3,5.0,1900.0,0.0,83000,240,Education,Urban,Undergraduate,Female,Private,0
APP100533,8000,3000,Self-Employed,47,Married,2.0,694.0,0,90.0,21500.0,325000.0,265000,12,Home,Semi-Urban,Graduate,Female,Private,0
APP100534,8000,0,Self-Employed,61,Married,0.0,700.0,0,19.5,20200.0,0.0,106000,60,Personal,Rural,Graduate,Male,Private,0
APP100535,8000,3000,Business,26,Married,0.0,594.0,0,11.3,,0.0,178000,120,Personal,Urban,Undergraduate,Male,Private,0
APP100536,8000,0,Business,47,Married,0.0,654.0,0,7.8,36400.0,84000.0,177000,240,Personal,Urban,Graduate,Male,Govt,1
APP100537,8000,3000,Salaried,30,Married,1.0,542.0,1,26.9,47900.0,9000.0,321000,120,Personal,Semi-Urban,Postgraduate,Female,Private,0
APP100538,8000,3000,Salaried,26,Married,1.0,727.0,0,90.0,3000.0,137000.0,280000,12,Personal,Semi-Urban,Postgraduate,Male,Govt,0
APP100539,8000,0,Salaried,26,Married,1.0,643.0,0,14.1,5500.0,7000.0,59000,60,Personal,Urban,Postgraduate,Male,Private,0
APP100540,8000,0,Business,39,Married,1.0,717.0,4,25.5,17700.0,20000.0,107000,60,Personal,Rural,Graduate,Male,Private,0
APP100541,8000,3000,Self-Employed,28,Single,1.0,651.0,0,10.1,500.0,34000.0,79000,60,Personal,Semi-Urban,Graduate,Male,Govt,1
APP100542,8000,0,Salaried,31,Single,0.0,583.0,1,12.7,6300.0,28000.0,60000,60,Personal,Rural,Graduate,Female,Self,0
APP100543,8000,3000,Self-Employed,33,Single,1.0,615.0,2,5.0,21200.0,13000.0,100000,240,Personal,Urban,Postgraduate,Female,Govt,1
APP100544,8000,0,Self-Employed,30,Single,2.0,791.0,3,12.3,5700.0,92000.0,110000,120,Home,Rural,Postgraduate,Male,Private,1
APP100545,8000,0,Salaried,29,Married,1.0,868.0,0,8.1,16800.0,114000.0,92000,120,Home,Urban,Postgraduate,Male,Self,1
APP100546,8100,3000,Salaried,21,Single,1.0,512.0,4,5.0,1100.0,184000.0,160000,360,Home,Urban,Postgraduate,Male,Self,0
APP100547,8000,0,Self-Employed,38,Single,1.0,753.0,1,22.4,10800.0,0.0,206000,120,Business,Rural,Graduate,Male,Govt,0
APP100548,8000,0,Salaried,38,Married,0.0,572.0,1,7.2,5100.0,33000.0,201000,360,Personal,Urban,Graduate,Male,Self,0
APP100549,8000,4300,Self-Employed,30,Married,1.0,603.0,1,27.0,6500.0,49000.0,177000,60,Personal,Rural,Undergraduate,Male,Self,0
APP100550,8000,0,Salaried,41,Married,0.0,698.0,0,15.0,3100.0,224000.0,175000,120,Home,Semi-Urban,Graduate,Male,Private,1
APP100551,8000,0,Business,51,Married,1.0,724.0,0,12.4,,112000.0,120000,120,Home,Rural,Graduate,Male,Private,1
APP100552,8000,0,Self-Employed,38,Married,1.0,606.0,1,9.7,8700.0,38000.0,122000,180,Business,Semi-Urban,Graduate,Female,Govt,0
APP100553,9700,0,Self-Employed,51,Married,0.0,734.0,0,14.8,9400.0,19000.0,216000,180,Business,Rural,Graduate,Male,Private,1
APP100554,8000,3000,Business,60,Single,1.0,770.0,2,21.5,63700.0,193000.0,167000,60,Home,Urban,Graduate,Female,Private,1
APP100555,8000,3000,Salaried,63,Married,,745.0,0,8.5,3200.0,0.0,211000,240,Personal,Semi-Urban,Undergraduate,Female,Self,1
APP100556,8000,0,Salaried,26,Married,0.0,577.0,2,5.0,9300.0,41000.0,70000,180,Education,Semi-Urban,Undergraduate,Male,Private,1
APP100557,8000,0,Salaried,26,Single,3.0,639.0,0,90.0,4100.0,143000.0,151000,12,Home,Rural,Undergraduate,Female,Private,0
APP100558,8000,0,Self-Employed,33,Married,3.0,758.0,0,12.9,3900.0,0.0,190000,180,Personal,Urban,Undergraduate,Male,Govt,0
APP100559,8000,0,Self-Employed,39,Single,2.0,803.0,2,10.7,11000.0,0.0,219000,240,Personal,Semi-Urban,Undergraduate,Male,Govt,0
APP100560,8000,3000,Self-Employed,53,Married,2.0,565.0,0,16.7,6100.0,54000.0,105000,60,Personal,Semi-Urban,Postgraduate,Male,Govt,0
APP100561,8000,3000,Salaried,44,Single,1.0,691.0,2,90.0,,144000.0,174000,12,Home,Urban,Graduate,Female,Govt,0
APP100562,8000,3000,Salaried,25,Married,1.0,730.0,2,5.7,48200.0,198000.0,194000,360,Home,Semi-Urban,Undergraduate,Male,Private,1
APP100563,8000,3000,Salaried,31,Married,3.0,554.0,0,7.1,6900.0,349000.0,305000,360,Home,Rural,Graduate,Male,Self,0
APP100564,8000,0,Salaried,37,Married,0.0,771.0,0,29.0,1700.0,109000.0,97000,36,Home,Urban,Graduate,Female,Private,1
APP100565,8000,3000,Self-Employed,23,Single,0.0,870.0,0,5.0,6100.0,59000.0,110000,360,Personal,Semi-Urban,Graduate,Male,Private,1
APP100566,8000,0,Salaried,38,Single,0.0,723.0,2,7.9,23100.0,70000.0,75000,120,Home,Rural,Postgraduate,Female,Private,1
APP100567,8000,0,Salaried,26,Married,2.0,714.0,2,5.0,3300.0,25000.0,78000,360,Education,Urban,Graduate,Female,Private,1
APP100568,8000,0,Business,21,Single,0.0,612.0,0,12.5,40300.0,0.0,215000,240,Education,Semi-Urban,Graduate,Female,Private,0
APP100569,8000,3000,Salaried,28,Married,0.0,635.0,0,6.4,14500.0,83000.0,230000,360,Personal,Semi-Urban,Graduate,Female,Private,1
APP100570,8000,0,Salaried,42,Single,2.0,621.0,0,6.7,2500.0,0.0,129000,240,Personal,Rural,Undergraduate,Female,Private,0
APP100571,8000,0,Self-Employed,42,Single,1.0,600.0,0,90.0,4200.0,122000.0,214000,12,Personal,Semi-Urban,Postgraduate,Male,Govt,0
APP100572,8000,0,Salaried,38,Married,1.0,626.0,4,42.7,4800.0,108000.0,105000,36,Home,Semi-Urban,Undergraduate,Female,Govt,0
APP100573,8000,0,Self-Employed,47,Married,0.0,707.0,0,17.5,3600.0,239000.0,226000,180,Home,Urban,Graduate,Male,Private,1
APP100574,8000,0,Business,46,Single,0.0,602.0,0,60.2,2600.0,236000.0,194000,36,Home,Semi-Urban,Graduate,Male,Self,0
APP100575,9700,0,Business,40,Single,0.0,632.0,2,5.0,4600.0,69000.0,63000,180,Home,Rural,Postgraduate,Male,Private,1
APP100576,8000,3000,Salaried,38,Single,1.0,700.0,1,5.0,5500.0,199000.0,188000,360,Home,Urban,Graduate,Female,Self,1
APP100577,8000,0,Business,39,Single,2.0,481.0,1,37.1,29700.0,198000.0,210000,60,Home,Urban,Postgraduate,Female,Private,0
APP100578,8000,0,Salaried,36,Married,2.0,765.0,0,8.4,12600.0,20000.0,124000,180,Personal,Rural,Undergraduate,Female,Private,1
APP100579,8000,3200,Salaried,21,Single,0.0,691.0,1,26.8,13300.0,0.0,333000,120,Business,Semi-Urban,Undergraduate,Male,Private,0
APP100580,8000,0,Salaried,49,Married,2.0,692.0,1,12.8,11500.0,244000.0,211000,240,Home,Semi-Urban,Undergraduate,Male,Self,1
APP100581,9100,0,Business,41,Single,0.0,784.0,0,47.7,3700.0,92000.0,219000,60,Business,Rural,Graduate,Male,Private,1
APP100582,8000,0,Salaried,25,Married,0.0,764.0,0,16.6,25500.0,70000.0,74000,60,Home,Rural,Graduate,Female,Private,1
APP100583,8000,3200,Salaried,52,Married,2.0,718.0,2,5.0,5200.0,29000.0,96000,360,Personal,Rural,Postgraduate,Female,Private,1
APP100584,8000,3000,Self-Employed,32,Married,0.0,705.0,0,6.0,5800.0,104000.0,235000,360,Personal,Rural,Graduate,Male,Private,1
APP100585,8000,3000,Salaried,36,Married,2.0,671.0,1,7.5,11800.0,93000.0,241000,240,Business,Semi-Urban,Graduate,Male,Self,1
APP100586,8000,3000,Salaried,48,Married,0.0,619.0,1,5.0,98700.0,113000.0,105000,240,Home,Rural,Graduate,Male,Private,1
APP100587,8000,0,Salaried,40,Single,0.0,585.0,1,17.5,4600.0,204000.0,212000,180,Home,Semi-Urban,Graduate,Male,Private,0
APP100588,8000,3200,Salaried,51,Single,1.0,706.0,1,10.8,1600.0,367000.0,302000,240,Home,Rural,Graduate,Female,Self,1
APP100589,8000,0,Salaried,34,Married,0.0,707.0,1,14.8,10800.0,56000.0,128000,120,Education,Rural,Graduate,Male,Private,1
APP100590,17000,0,Salaried,54,Single,0.0,676.0,2,50.8,,12000.0,350000,36,Business,Urban,Postgraduate,Male,Private,0
APP100591,8000,3000,Self-Employed,30,Single,1.0,559.0,0,15.4,5200.0,0.0,201000,120,Personal,Urban,Postgraduate,Male,Self,0
APP100592,8000,3000,Salaried,51,Married,0.0,433.0,1,9.8,4500.0,43000.0,75000,60,Personal,Urban,Postgraduate,Male,Private,0
APP100593,8000,0,Salaried,21,Married,2.0,677.0,1,7.6,2300.0,28000.0,65000,120,Personal,Rural,Postgraduate,Female,Private,0
APP100594,8000,0,Business,26,Single,2.0,506.0,1,35.8,11400.0,119000.0,198000,60,Business,Rural,Graduate,Male,Govt,0
APP100595,8000,3000,Salaried,40,Single,1.0,684.0,3,10.7,56600.0,46000.0,195000,180,Education,Semi-Urban,Graduate,Male,Govt,1
APP100596,8000,3000,Self-Employed,33,Married,0.0,847.0,1,14.8,44900.0,203000.0,227000,120,Home,Semi-Urban,Graduate,Male,Private,1
APP100597,8000,0,Salaried,37,Single,1.0,709.0,0,9.7,10900.0,0.0,166000,240,Business,Rural,Undergraduate,Female,Private,0
APP100598,8000,3000,Salaried,38,Married,2.0,624.0,2,8.4,5300.0,190000.0,166000,180,Home,Urban,Postgraduate,Female,Self,1
APP100599,8000,0,Salaried,26,Married,0.0,577.0,1,5.0,11900.0,68000.0,54000,360,Home,Urban,Graduate,Female,Self,0
APP100600,8000,3000,Salaried,26,Married,0.0,620.0,1,64.7,5900.0,235000.0,274000,36,Home,Semi-Urban,Graduate,Male,Self,0
APP100601,8000,3000,Salaried,40,Married,2.0,,1,7.7,4300.0,0.0,190000,240,Personal,Rural,Undergraduate,Male,Private,0
APP100602,8000,0,Salaried,31,Single,1.0,,0,5.0,9500.0,0.0,75000,240,Personal,Rural,Postgraduate,Male,Self,1
APP100603,8000,3000,Salaried,51,Single,1.0,684.0,1,5.0,29100.0,69000.0,72000,360,Home,Urban,Undergraduate,Female,Private,1
APP100604,8000,3000,Salaried,36,Married,0.0,653.0,0,5.9,6700.0,32000.0,71000,120,Personal,Urban,Graduate,Male,Private,1
APP100605,8000,0,Salaried,45,Married,2.0,724.0,2,5.3,6600.0,8000.0,54000,120,Personal,Semi-Urban,Graduate,Male,Private,1
APP100606,8000,0,Salaried,42,Single,0.0,796.0,2,19.4,6200.0,13000.0,78000,60,Business,Rural,Undergraduate,Female,Govt,1
APP100607,8000,3000,Salaried,31,Single,2.0,708.0,0,21.8,17900.0,0.0,127000,60,Personal,Semi-Urban,Postgraduate,Female,Govt,0
APP100608,8000,3000,Salaried,21,Single,0.0,697.0,0,6.0,19000.0,7000.0,131000,180,Personal,Semi-Urban,Postgraduate,Male,Self,1
APP100609,8000,3000,Self-Employed,49,Single,2.0,530.0,0,6.8,2800.0,139000.0,233000,360,Personal,Urban,Postgraduate,Male,Private,0
APP100610,8000,3000,Salaried,28,Married,0.0,541.0,2,16.5,6800.0,133000.0,130000,60,Home,Rural,Postgraduate,Male,Private,0
